@relation Dry_Beans_Dataset-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Area numeric
@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
-0.334615,-0.483903,-0.787615,0.354705,-1.724856,-2.684248,-0.340495,-0.311562,0.455089,0.821108,1.48761,2.087193,-0.63843,1.619574,2.210598,0.783743,SEKER
-0.43484,-0.481537,-0.468646,-0.408213,-0.246822,0.033731,-0.438228,-0.448689,1.620123,0.529815,0.368842,0.148449,0.34073,0.201555,0.11042,0.309501,SIRA
-0.642007,-0.855335,-1.130107,-0.156378,-1.781756,-2.886675,-0.644576,-0.748993,0.704876,0.561937,1.327986,2.186626,-0.034235,2.278443,2.326108,1.006698,SEKER
0.614025,0.856889,0.923626,0.652724,0.570121,0.691937,0.656922,0.806326,0.616415,-3.895432,-0.773094,-0.754752,-0.836936,-1.006598,-0.769236,-3.863015,CALI
0.483108,0.757052,0.581575,0.65528,0.053897,0.311326,0.483353,0.667111,-0.93005,-0.216137,-0.965339,-0.148523,-0.939,-0.652413,-0.185736,0.709185,BARBUNYA
-0.05996,-0.051591,-0.046362,0.117415,-0.242865,0.037714,-0.065599,0.041961,0.462118,0.584707,0.521508,0.136087,-0.353963,-0.156257,0.097957,0.02537,SIRA
0.818089,0.928283,0.899934,1.0176,0.074625,0.328743,0.811582,1.016027,0.959912,0.294597,-0.036768,-0.186197,-1.247271,-0.817552,-0.222822,0.094613,CALI
-0.74155,-0.917554,-0.881303,-0.869452,-0.340872,-0.063854,-0.743485,-0.902781,0.433462,0.533773,0.561754,0.263513,1.109007,0.709165,0.226993,0.794047,DERMASON
-0.081649,0.115052,0.432842,-0.46393,1.564749,1.201856,-0.084541,0.015104,-2.340271,0.259336,-0.860076,-1.44154,0.433355,-1.015046,-1.396111,0.033935,HOROZ
-0.603541,-0.754569,-0.763928,-0.556549,-0.593301,-0.356553,-0.604375,-0.69133,-0.166569,0.221569,0.842309,0.537368,0.568133,0.711671,0.508535,0.467307,DERMASON
1.458109,1.607364,1.829029,1.21575,1.105607,0.994958,1.434557,1.625592,1.413018,1.255406,-0.618842,-1.093317,-1.406084,-1.397149,-1.082801,0.108623,CALI
-0.156877,-0.10017,-0.104279,-0.074343,-0.076309,0.197094,-0.161653,-0.079384,-1.057243,0.536589,0.040216,-0.028936,-0.124209,-0.18211,-0.067293,0.311268,SIRA
0.486382,0.848443,0.633361,0.601078,0.201152,0.430821,0.484596,0.67064,0.146159,-0.028886,-1.45927,-0.291344,-0.887511,-0.727606,-0.325749,0.726953,BARBUNYA
1.318735,1.386126,1.429214,1.400645,0.346152,0.539491,1.303439,1.498333,0.972865,0.767855,-0.08853,-0.450374,-1.540616,-1.104625,-0.479805,-0.093294,CALI
-0.645179,-0.817242,-0.888326,-0.522872,-0.884405,-0.762932,-0.64471,-0.753789,0.360465,0.009295,0.903792,0.881621,0.519724,1.062191,0.870637,0.261865,DERMASON
-0.080149,-0.001617,0.102523,-0.114666,0.346499,0.539741,-0.085884,0.016967,1.058978,0.609345,-0.027743,-0.444789,-0.067048,-0.488956,-0.474427,0.121848,HOROZ
-0.555185,-0.727083,-0.884481,-0.235116,-1.250995,-1.421756,-0.557187,-0.620133,0.651904,0.392485,1.194024,1.387462,0.072725,1.349837,1.419249,1.002264,SEKER
-0.60262,-0.781776,-0.960012,-0.284166,-1.329315,-1.591204,-0.606423,-0.689961,0.65705,0.745981,1.118502,1.496396,0.142178,1.531143,1.53997,0.968773,SEKER
-0.934429,-1.185262,-1.083124,-1.291806,-0.026554,0.241754,-0.932805,-1.222734,-1.169244,-0.105588,0.304408,-0.079993,2.038991,0.784187,-0.117996,0.289105,DERMASON
-0.542772,-0.627634,-0.744026,-0.374987,-0.812527,-0.654556,-0.541167,-0.60208,-0.570308,-0.221463,0.417612,0.781383,0.302336,0.817928,0.764261,-0.109745,DERMASON
-0.295773,-0.052902,0.356406,-0.901363,2.371514,1.482578,-0.295222,-0.259677,-3.175804,-0.117887,-1.518164,-1.977733,1.187169,-1.152934,-1.860299,0.249114,HOROZ
-0.474909,-0.670314,-0.916041,0.093139,-1.673551,-2.513842,-0.480982,-0.504907,0.8547,0.990961,1.637587,2.005301,-0.343058,1.773428,2.116037,0.774207,SEKER
-0.252191,-0.066039,-0.194557,-0.2299,-0.008563,0.25759,-0.240713,-0.202247,0.462417,-1.606254,-1.048599,-0.087482,0.074201,-0.138331,-0.125417,0.665347,BARBUNYA
-0.840752,-1.030159,-0.986906,-1.075712,-0.212962,0.06751,-0.838867,-1.063358,-0.955683,-0.199957,0.217006,0.117902,1.536221,0.765417,0.079645,0.493499,DERMASON
-0.911138,-1.085626,-1.075806,-1.20517,-0.177558,0.102099,-0.905299,-1.182341,0.239049,-1.106454,-0.333143,0.05449,1.856274,0.8508,0.015986,-0.425341,DERMASON
-0.989026,-1.313929,-1.292151,-1.235917,-0.631079,-0.404715,-0.98765,-1.319581,-0.836045,-0.015738,0.751564,0.578334,1.901777,1.514521,0.551147,0.365474,DERMASON
-0.747177,-0.755405,-0.942029,-0.783671,-0.607532,-0.37455,-0.730118,-0.911684,-0.751053,-3.210336,-0.999197,0.515299,0.997558,0.928132,0.485633,-0.834824,DERMASON
-0.464611,-0.575919,-0.54011,-0.411893,-0.376373,-0.102201,-0.469597,-0.490378,0.211759,0.806475,0.867524,0.295629,0.339416,0.34159,0.259712,0.563748,DERMASON
1.104815,1.163638,1.30259,1.167539,0.451819,0.613603,1.11113,1.297359,1.411396,-0.714814,0.11213,-0.582304,-1.339115,-1.098191,-0.606132,-1.388611,CALI
-0.213281,0.04098,0.423542,-0.752026,2.159544,1.417171,-0.207631,-0.151649,-2.870686,-0.812465,-1.439504,-1.864389,0.933993,-1.14556,-1.764021,-0.633765,HOROZ
-0.640916,-0.750589,-0.612471,-0.864621,0.222629,0.447456,-0.643501,-0.747344,0.00444,0.563969,0.324388,-0.317853,1.1084,0.118222,-0.351564,0.509936,DERMASON
0.429228,0.577319,0.604868,0.513429,0.273005,0.485725,0.422127,0.608663,0.975878,0.488121,-0.213692,-0.367948,-0.79457,-0.739595,-0.400199,0.422458,CALI
0.441573,0.640383,0.736329,0.424142,0.600708,0.71144,0.446208,0.622116,-0.311165,-0.62361,-0.527155,-0.70446,-0.670802,-0.912036,-0.721905,-1.024549,CALI
-0.030667,0.033779,0.113064,-0.004756,0.199143,0.429256,-0.037421,0.077973,0.373606,0.700853,0.127615,-0.301707,-0.211731,-0.44068,-0.335847,0.283867,SIRA
1.093937,1.283083,1.445305,0.989203,0.876024,0.874417,1.099341,1.286945,-0.238471,-0.649529,-0.602636,-0.945765,-1.194964,-1.247506,-0.947229,-1.317904,CALI
-0.713382,-0.425319,-0.682985,-0.982918,0.291158,0.499264,-0.690084,-0.858561,-1.459054,-4.294418,-3.055026,-0.433475,1.399829,0.131624,-0.463527,-1.334409,DERMASON
-0.266275,-0.253929,-0.235281,-0.217647,-0.100411,0.17499,-0.272384,-0.220717,-0.631978,0.794385,0.219705,0.003239,0.059612,-0.067214,-0.035238,0.576619,SIRA
0.304382,0.635941,0.499726,0.367008,0.307439,0.511295,0.317878,0.470469,0.920267,-1.513468,-1.363875,-0.420435,-0.626659,-0.704715,-0.450951,-0.31163,BARBUNYA
0.126542,0.440705,0.888709,-0.424883,2.352824,1.477018,0.124863,0.266361,-0.253434,0.045189,-1.386247,-1.969109,0.371035,-1.349291,-1.853009,0.121625,HOROZ
-0.715667,-0.885327,-0.992167,-0.606746,-0.971273,-0.901986,-0.712989,-0.862127,1.213499,-0.386701,0.609005,0.963675,0.682316,1.260024,0.958291,-0.649322,DERMASON
-0.45421,-0.55197,-0.518488,-0.411903,-0.33548,-0.058105,-0.459185,-0.475761,-0.558477,0.794812,0.770415,0.257378,0.333484,0.301504,0.220752,0.784601,DERMASON
-0.319065,-0.338773,-0.291717,-0.294119,-0.08919,0.185319,-0.323232,-0.290708,1.080652,0.561744,0.386073,-0.011726,0.169754,-0.027724,-0.050157,0.454317,SIRA
-0.218533,-0.094906,0.037003,-0.388247,0.673671,0.756783,-0.218278,-0.158442,-0.48109,-0.096486,-0.547067,-0.747669,0.326671,-0.563731,-0.762582,-0.279646,SIRA
-0.519548,-0.625669,-0.624012,-0.474272,-0.443789,-0.177438,-0.522897,-0.568539,1.181503,0.590548,0.676423,0.371997,0.433215,0.466668,0.337832,0.624894,SIRA
-0.119093,-0.081924,-0.094772,0.02398,-0.197966,0.08225,-0.122492,-0.031663,-0.764298,0.33998,0.236536,0.083956,-0.236958,-0.141972,0.045528,-0.141449,SIRA
0.540604,0.690297,0.61745,0.751278,-0.011672,0.254865,0.5385,0.728728,-0.816052,-0.010897,-0.217964,-0.095727,-1.018853,-0.652526,-0.133581,0.26197,BARBUNYA
-0.249293,-0.275858,-0.286591,-0.10375,-0.354374,-0.078338,-0.250452,-0.198456,0.221159,0.103916,0.561876,0.268309,-0.089619,0.092538,0.231874,0.45149,SIRA
-0.580863,-0.719953,-0.743222,-0.508657,-0.623135,-0.394485,-0.583081,-0.657767,0.180845,0.448461,0.801412,0.569473,0.493878,0.703808,0.541919,0.379698,DERMASON
0.721854,1.472038,0.950199,0.794075,0.422248,0.593271,0.763253,0.918189,-1.876136,-3.63124,-3.239771,-0.556852,-1.021989,-0.956336,-0.581865,-1.435164,BARBUNYA
-0.366159,-0.384757,-0.354173,-0.347017,-0.124768,0.152335,-0.365583,-0.354203,-0.907573,-0.10331,0.284352,0.017333,0.253075,0.038,-0.021172,0.190925,SIRA
0.783714,0.948662,1.082222,0.767703,0.650194,0.742372,0.78636,0.981289,0.371733,-0.44387,-0.34719,-0.750195,-1.004518,-1.066902,-0.764955,-1.126904,CALI
-0.649373,-0.823654,-0.776504,-0.695957,-0.405268,-0.134051,-0.652267,-0.760142,1.026933,0.628505,0.910551,0.334543,0.792465,0.61936,0.299462,0.807963,DERMASON
3.763209,3.307385,2.947535,3.676314,-0.102155,0.173379,3.798996,3.431381,-1.264275,-1.718264,-0.568931,-0.056055,-2.711493,-1.420046,-0.094249,-1.570939,BOMBAY
-0.901078,-1.171029,-1.141275,-1.092428,-0.532671,-0.281778,-0.895391,-1.165056,-0.177833,-1.06439,0.718973,0.457446,1.584433,1.185418,0.425774,0.120006,DERMASON
-0.557265,-0.735539,-0.884109,-0.239492,-1.245011,-1.409295,-0.56068,-0.623167,0.742967,0.63472,1.250088,1.373687,0.083285,1.34117,1.404048,0.827548,SEKER
-0.916662,-1.184469,-1.180994,-1.099967,-0.609913,-0.377578,-0.915139,-1.191874,0.818901,-0.08923,0.600008,0.548598,1.598413,1.304894,0.520203,0.195125,DERMASON
0.189459,0.512458,0.915308,-0.290775,2.122075,1.405051,0.185485,0.339604,-3.047098,0.272561,-1.388,-1.855762,0.210645,-1.326498,-1.756652,-1.274499,HOROZ
0.039378,0.132995,0.264968,-0.001986,0.456071,0.616501,0.034754,0.162897,0.740833,0.409591,-0.020679,-0.544829,-0.211302,-0.622546,-0.570384,0.125891,SIRA
-0.768729,-0.939427,-0.926436,-0.903585,-0.380162,-0.106344,-0.767901,-0.946006,0.385293,-0.004599,0.387451,0.303806,1.177605,0.789075,0.268055,0.702205,DERMASON
0.523041,0.887637,1.225608,0.076997,1.959486,1.35037,0.522514,0.709988,-2.216793,-0.150625,-1.463068,-1.714961,-0.307101,-1.386483,-1.635579,0.084032,HOROZ
-0.336116,-0.256995,-0.071031,-0.572114,0.793243,0.827674,-0.337573,-0.313579,1.079182,0.181981,-0.431086,-0.861323,0.627243,-0.539628,-0.868889,-0.729614,HOROZ
-0.560232,-0.779764,-0.9796,-0.101313,-1.575378,-2.215319,-0.566557,-0.627499,0.793793,1.136383,1.65285,1.852722,-0.100793,1.784159,1.94123,0.770899,SEKER
0.717728,0.93805,1.206977,0.513737,1.200686,1.041292,0.729903,0.913952,0.090721,-1.237048,-0.651593,-1.210827,-0.75088,-1.24346,-1.189572,-1.559718,CALI
0.387453,0.695953,0.548306,0.492243,0.213852,0.440681,0.396669,0.562862,0.15546,-1.066152,-1.192681,-0.321316,-0.765729,-0.695252,-0.354932,0.083127,BARBUNYA
4.330218,3.619131,3.564806,3.761827,0.409761,0.584591,4.349124,3.814037,-1.530403,-1.028901,-0.380774,-0.560658,-2.737996,-1.645917,-0.585497,-1.987251,BOMBAY
-0.704959,-0.990596,-1.178748,-0.310657,-1.700661,-2.602542,-0.710672,-0.845449,0.704259,1.232161,1.860334,2.052674,0.181452,2.284007,2.170677,0.909293,SEKER
-0.526812,-0.494664,-0.244762,-0.915254,1.109345,0.996817,-0.520176,-0.578997,-1.457067,-1.052852,-0.532245,-1.109923,1.2349,-0.523083,-1.097954,-0.416039,HOROZ
-0.080012,0.257028,0.693449,-0.682108,2.548791,1.533449,-0.082962,0.017137,-0.534677,0.265809,-1.755609,-2.11417,0.817921,-1.323721,-1.974885,-0.896099,HOROZ
-0.235209,-0.32138,-0.529608,0.26997,-1.223419,-1.364879,-0.235742,-0.180086,-0.392457,0.014042,1.083149,1.335124,-0.540924,0.854314,1.361572,0.548071,SEKER
0.556632,0.659446,0.701804,0.709488,0.164879,0.402281,0.567552,0.74577,1.189949,-1.176381,0.074347,-0.297306,-0.958995,-0.762792,-0.33156,-0.739755,CALI
-0.099996,-0.054858,-0.023627,-0.026531,-0.004785,0.260895,-0.105431,-0.007747,-1.161149,0.584636,0.198384,-0.093958,-0.191482,-0.267188,-0.13183,0.570061,SIRA
-0.261876,-0.097944,0.219975,-0.682003,1.590035,1.212107,-0.261334,-0.214939,0.219042,-0.124759,-0.910541,-1.47239,0.805221,-0.925218,-1.423418,-0.467154,HOROZ
-0.393952,-0.565722,-0.803228,0.180108,-1.575468,-2.215576,-0.401183,-0.392161,0.828483,1.081134,1.587009,1.85977,-0.449792,1.507841,1.949266,0.984312,SEKER
-0.303583,-0.393413,-0.497327,0.00943,-0.867813,-0.737398,-0.30926,-0.270054,0.737532,0.765241,1.008186,0.881763,-0.245663,0.586343,0.870788,0.95062,SEKER
-0.149068,-0.089834,-0.033435,-0.10223,0.088426,0.340229,-0.148118,-0.069477,-0.638856,-0.2017,0.031534,-0.246439,-0.040433,-0.321984,-0.281896,-1.570458,SIRA
0.087427,0.595817,0.808843,-0.415396,2.181319,1.424135,0.10085,0.220227,-2.845689,-1.621799,-2.520215,-1.889537,0.389598,-1.299767,-1.785468,-1.088366,HOROZ
-0.8651,-1.150533,-1.118022,-1.000251,-0.636424,-0.411631,-0.867549,-1.104013,0.073503,0.78489,1.098777,0.599186,1.366083,1.234878,0.572887,0.857626,DERMASON
-0.436818,-0.433985,-0.503042,-0.358987,-0.384419,-0.111011,-0.431746,-0.451444,-0.323914,-0.77608,-0.05167,0.278388,0.284671,0.296376,0.242137,-0.333558,SIRA
-0.46386,-0.609257,-0.772431,-0.098081,-1.2152,-1.348192,-0.468119,-0.489322,0.466527,0.690112,1.184242,1.338879,-0.111453,1.162402,1.365703,1.029697,SEKER
-0.321486,-0.312952,-0.23477,-0.370727,0.134877,0.378243,-0.327867,-0.293948,1.02174,0.881548,0.151283,-0.232703,0.278679,-0.169051,-0.268451,0.537955,SIRA
0.828933,1.132903,0.887995,1.091539,-0.027766,0.240682,0.846679,1.026939,-0.194942,-1.647979,-1.126598,-0.126805,-1.277789,-0.792958,-0.164308,-1.409328,BARBUNYA
-0.811186,-1.027578,-0.993584,-0.950875,-0.445899,-0.179845,-0.81173,-1.014673,-0.148594,0.308527,0.644929,0.348413,1.300953,0.904231,0.313659,-0.26321,DERMASON
0.353317,0.629799,0.63793,0.350517,0.550514,0.679276,0.365301,0.525111,0.298174,-1.343807,-1.01951,-0.676897,-0.57858,-0.858709,-0.695882,-1.632687,CALI
-0.097779,0.119728,0.526946,-0.595603,2.020404,1.371265,-0.10224,-0.00498,-0.117333,0.4618,-1.02016,-1.748558,0.634754,-1.152116,-1.664607,0.371752,HOROZ
0.086097,0.286713,0.60974,-0.166769,1.332546,1.102393,0.116601,0.21865,0.833058,-3.490238,-0.710496,-1.38634,0.121775,-1.073768,-1.347068,-4.469745,HOROZ
0.530646,0.659862,0.701789,0.641003,0.252586,0.470339,0.523185,0.718111,-1.407477,0.47835,-0.090239,-0.367005,-0.905037,-0.786023,-0.399286,-0.240168,CALI
-0.328443,-0.224623,-0.044625,-0.58577,0.870556,0.871386,-0.328337,-0.303271,0.92741,-0.045791,-0.601905,-0.916629,0.640041,-0.577558,-0.92026,-0.388369,SIRA
-0.038988,0.447164,0.215932,-0.135836,0.580169,0.698377,-0.032719,0.067774,-0.204962,-0.854411,-2.557779,-0.660113,-0.034811,-0.636777,-0.680007,-0.048518,SIRA
0.923668,1.180876,1.203212,0.936273,0.602923,0.712841,0.954958,1.121325,-0.304829,-2.639352,-0.899244,-0.732055,-1.136374,-1.106051,-0.747899,-1.973678,CALI
0.109866,0.30425,0.629652,-0.181862,1.39529,1.130252,0.123486,0.24675,0.344056,-1.630166,-0.650584,-1.367107,0.075075,-1.076026,-1.329924,-1.911992,CALI
-0.533837,-0.703694,-0.934368,-0.081233,-1.518283,-2.056178,-0.535827,-0.58914,0.183604,0.37554,1.235374,1.766763,-0.127254,1.655761,1.843538,0.789526,SEKER
-0.731013,-0.884748,-0.93571,-0.756821,-0.636187,-0.411324,-0.730722,-0.886171,1.026944,0.084262,0.388918,0.586842,0.910537,0.959985,0.560013,0.450698,DERMASON
0.837459,0.988104,1.023617,0.939598,0.343481,0.537564,0.825185,1.035501,1.154029,0.753808,-0.280978,-0.472383,-1.159655,-0.960126,-0.500972,-0.983691,CALI
-0.276676,-0.324031,-0.352438,-0.083723,-0.49712,-0.239314,-0.278631,-0.234411,1.466566,0.224808,0.690208,0.406855,-0.098561,0.214182,0.373639,-0.22917,SIRA
-0.568655,-0.771509,-0.882936,-0.279501,-1.193797,-1.305293,-0.573778,-0.639826,0.696081,0.939697,1.459699,1.302454,0.139933,1.297605,1.325676,0.801843,SEKER
0.579002,0.742661,0.717011,0.786009,0.091774,0.343002,0.608626,0.76946,-0.005785,-2.801797,-0.304945,-0.281023,-0.988023,-0.764593,-0.315683,-2.684171,CALI
-0.773503,-0.937583,-0.853986,-0.983277,-0.084008,0.190067,-0.771126,-0.953656,0.367817,-0.319666,0.300247,-0.059377,1.391119,0.503673,-0.097548,-1.037553,DERMASON
-0.357941,-0.287207,-0.079709,-0.624447,0.873367,0.872946,-0.359403,-0.343049,-2.127048,0.192912,-0.412303,-0.922795,0.708701,-0.557847,-0.925973,-0.533601,HOROZ
-0.904795,-1.181674,-1.153053,-1.099216,-0.547687,-0.300015,-0.9054,-1.171432,-0.433343,0.405782,0.772329,0.491016,1.581121,1.224414,0.460476,0.677655,DERMASON
-0.479274,-0.5829,-0.566831,-0.418432,-0.417289,-0.147476,-0.480915,-0.511081,0.240582,0.283942,0.761061,0.334305,0.355264,0.387735,0.299219,0.342565,DERMASON
-0.280598,-0.223993,-0.063928,-0.446073,0.582455,0.699837,-0.284777,-0.239587,0.514275,0.536746,-0.152091,-0.659244,0.405142,-0.465489,-0.679186,0.058062,SIRA
-0.545431,-0.658928,-0.624689,-0.557666,-0.318669,-0.040303,-0.549362,-0.605941,0.551694,0.71121,0.670065,0.240379,0.559891,0.401639,0.203474,0.827166,DERMASON
0.709339,0.970049,0.901203,0.786608,0.360291,0.549646,0.710289,0.905329,-0.341184,-0.300109,-0.877816,-0.456821,-1.048554,-0.904538,-0.486009,0.14768,BARBUNYA
0.388647,0.546711,0.596963,0.453494,0.341666,0.536253,0.381119,0.564176,0.709817,0.547696,-0.28368,-0.459863,-0.711114,-0.766875,-0.488935,-0.589515,CALI
-0.976033,-1.267562,-1.224919,-1.26036,-0.426967,-0.158359,-0.975123,-1.296249,1.104382,0.095506,0.467032,0.319791,1.990453,1.235093,0.28438,-0.52271,DERMASON
-0.396816,-0.450416,-0.343302,-0.449915,0.055956,0.313065,-0.397791,-0.396095,0.781514,0.138311,0.514498,-0.162428,0.404831,-0.051359,-0.199437,0.285827,DERMASON
0.852566,1.016822,1.206238,0.752995,0.852442,0.861289,0.835159,1.050641,0.380201,1.159778,-0.364344,-0.899582,-1.008343,-1.15537,-0.904451,-0.31091,CALI
0.612729,0.994936,0.69266,0.821167,0.013378,0.276684,0.619676,0.804966,-0.329927,-0.815494,-1.53908,-0.121582,-1.081349,-0.699141,-0.159149,0.234378,BARBUNYA
0.828081,1.172733,0.785633,1.178769,-0.265261,0.015042,0.843052,1.026082,-1.193535,-1.428203,-1.339052,0.161624,-1.376882,-0.648721,0.123717,0.085274,BARBUNYA
-0.873012,-1.119575,-1.066671,-1.096297,-0.356555,-0.080689,-0.87346,-1.117336,-0.687139,0.339532,0.631224,0.282462,1.56894,0.96941,0.246288,0.858008,DERMASON
-0.5396,-0.660253,-0.785683,-0.305612,-0.982052,-0.9199,-0.54204,-0.597481,0.879383,0.455061,0.753134,0.992872,0.202027,0.986447,0.989606,-0.146958,SEKER
-0.512216,-0.63496,-0.648041,-0.421454,-0.566735,-0.323414,-0.514534,-0.558013,-0.231885,0.41484,0.849272,0.513896,0.349864,0.564874,0.484178,0.711701,DERMASON
-0.080046,0.289568,0.620736,-0.617278,2.254239,1.447039,-0.07947,0.017094,-3.498182,-0.167464,-1.951479,-1.933242,0.709098,-1.244536,-1.822625,-0.967442,HOROZ
-0.639177,-0.828693,-0.906683,-0.482902,-0.974815,-0.907856,-0.641352,-0.744718,-0.198894,0.487567,1.097705,1.007315,0.446552,1.160147,1.005121,0.62858,DERMASON
-0.592969,-0.70243,-0.588535,-0.723096,0.022632,0.284666,-0.592418,-0.675645,0.725077,-0.02663,0.486063,-0.159091,0.886266,0.170611,-0.19615,-0.770243,DERMASON
-0.333046,-0.362301,-0.293503,-0.333893,-0.03205,0.236883,-0.338883,-0.309453,-0.344993,0.813412,0.438829,-0.065937,0.223347,-0.050086,-0.104057,0.59074,SIRA
-0.468294,-0.56246,-0.58374,-0.369754,-0.519691,-0.266158,-0.471545,-0.495567,0.917313,0.53357,0.703537,0.460697,0.272026,0.468016,0.42913,0.733593,SIRA
-0.759419,-0.967594,-0.903794,-0.900397,-0.336893,-0.05961,-0.761822,-0.931137,-0.709767,0.646553,0.80663,0.256502,1.171435,0.733832,0.219861,0.701181,DERMASON
-0.164039,-0.044489,0.071294,-0.288592,0.5687,0.691023,-0.163332,-0.08849,-0.778971,-0.167697,-0.433969,-0.652076,0.177092,-0.548522,-0.672399,-0.124589,SIRA
1.016015,1.241555,1.287019,0.990543,0.651454,0.74315,1.025185,1.211771,-0.539346,-0.934819,-0.762112,-0.734601,-1.212583,-1.136371,-0.750294,-0.506818,CALI
-0.914104,-1.1797,-1.087365,-1.208587,-0.198221,0.082001,-0.914804,-1.187457,-1.051106,0.437564,0.591862,0.089676,1.848259,0.887366,0.051271,0.04899,DERMASON
-0.010649,0.153612,0.404427,-0.215154,1.04978,0.966809,0.00624,0.102411,0.341823,-2.085159,-0.558676,-1.126521,0.145588,-0.89816,-1.113078,-2.847707,SIRA
0.082209,0.320993,0.71822,-0.371549,1.920285,1.336656,0.076433,0.214037,-2.469168,0.519041,-0.95978,-1.67983,0.282588,-1.205973,-1.605133,0.437155,HOROZ
-0.002874,0.30109,0.633189,-0.471188,1.963492,1.351759,-0.007799,0.111866,1.522581,0.466219,-1.454947,-1.72195,0.448043,-1.186116,-1.641625,-0.090375,HOROZ
-0.341708,-0.171508,-0.18929,-0.465925,0.37674,0.561365,-0.335793,-0.32111,-0.55496,-0.878704,-1.11307,-0.481626,0.443014,-0.307452,-0.509851,-0.205028,SIRA
0.201633,0.379129,0.501826,0.132071,0.652222,0.743623,0.195057,0.353642,1.305528,0.543777,-0.479174,-0.735136,-0.358626,-0.813532,-0.750799,-0.502057,CALI
-0.004272,0.25974,0.697905,-0.536186,2.227196,1.438618,-0.007698,0.110168,-0.401743,0.290003,-1.206994,-1.890282,0.545796,-1.260453,-1.786102,0.090873,HOROZ
-0.61343,-0.768845,-0.74052,-0.62423,-0.444848,-0.178646,-0.618615,-0.706066,0.252441,1.00454,0.851664,0.376836,0.671683,0.599354,0.342797,0.750263,DERMASON
-0.678121,-0.83469,-0.806006,-0.749721,-0.37982,-0.10597,-0.678665,-0.803999,1.038912,0.214179,0.630711,0.30092,0.892939,0.636741,0.26511,0.615707,DERMASON
0.388851,0.680124,0.404266,0.658006,-0.215184,0.065315,0.393311,0.564402,1.036153,-0.609936,-1.092537,0.122593,-0.938727,-0.457687,0.084366,0.575517,BARBUNYA
